hammer-arm,90,physical,100,10,damage+raise,fighting,"The user swings andhits with its strongand heavy fist.It lowers the user’sSpeed, however."
gyro-ball,100,physical,None,5,damage,steel,"The user tackles thefoe with a high-speedspin. The slower theuser, the greaterthe damage."
healing-wish,None,status,None,10,unique,psychic,"The user faints. Inreturn, the Pokémontaking its place willhave its HP restoredand status cured."
brine,100,special,65,10,damage,water,"If the foe’s HP isdown to about half,this attack will hitwith double thepower."
natural-gift,100,physical,None,15,damage,normal,"The user draws powerto attack by usingits held Berry.The Berry determinesits type and power."
feint,100,physical,30,10,damage,normal,"An attack that hits afoe using Protect orDetect. It also liftsthe effects of thosemoves."
pluck,100,physical,60,20,damage,flying,"The user pecks thefoe. If the foe isholding a Berry, theuser plucks it andgains its effect."
tailwind,None,status,None,15,field-effect,flying,"The user whips up aturbulent whirlwindthat ups the Speedof all party Pokémonfor three turns."
acupressure,None,status,None,30,unique,normal,"The user appliespressure to stresspoints, sharplyboosting one of itsstats."
metal-burst,100,physical,None,10,damage,steel,"The user retaliatesagainst the foe thatlast inflicted damageon it with muchgreater power."
u-turn,100,physical,70,20,damage,bug,"After making itsattack, the userrushes back to switchplaces with a partyPokémon in waiting."
close-combat,100,physical,120,5,damage+raise,fighting,"The user fights thefoe in close withoutguarding itself. Italso cuts the user’sDefense and Sp. Def."
payback,100,physical,50,10,damage,dark,"If the user can usethis attack after thefoe attacks, itspower is doubled."
assurance,100,physical,60,10,damage,dark,"If the foe hasalready taken somedamage in the sameturn, this attack’spower is doubled."
embargo,100,status,None,15,ailment,dark,"It prevents the foefrom using its helditem. Its Trainer isalso prevented fromusing items on it."
fling,100,physical,None,10,damage,dark,"The user flings itsheld item at the foeto attack. Its powerand effects dependon the item."
psycho-shift,100,status,None,10,unique,psychic,"Using its psychicpower of suggestion,the user transfersits status problemsto the target."
trump-card,None,special,None,5,damage,normal,"The fewer PP thismove has, the morepower it has forattack."
heal-block,100,status,None,15,ailment,psychic,"The user preventsthe foe from usingany HP-recoverymoves for five turns."
wring-out,100,special,None,5,damage,normal,"The user powerfullywrings the foe.The more HP the foehas, the greater thisattack’s power."
power-trick,None,status,None,10,unique,psychic,"The user employs itspsychic power toswitch its Attackwith its Defensestat."
gastro-acid,100,status,None,10,unique,poison,"The user hurls up itsstomach acids onthe foe. The fluideliminates the effectof the foe’s ability."
lucky-chant,None,status,None,30,field-effect,normal,"The user chants anincantation towardthe sky, preventingthe foe from landingcritical hits."
me-first,None,status,None,20,damage,normal,"The user tries to cutahead of the foe tosteal and use thefoe’s intended movewith greater power."
copycat,None,status,None,20,unique,normal,"The user mimics themove used immediatelybefore it. The movefails if no other movehas been used yet."
power-swap,None,status,None,10,unique,psychic,"The user employs itspsychic power toswitch changes toits Attack andSp. Atk with the foe."
guard-swap,None,status,None,10,unique,psychic,"The user employs itspsychic power toswitch changes toits Defense andSp. Def with the foe."
punishment,100,physical,None,5,damage,dark,"This attack’s powerincreases the morethe foe has poweredup with stat changes."
